2
8
13
71
3
62
1
61
75
82
108
10
9
7
114
7
13
62
17
6
72
85
90
67
4
18
4
73
92
60
1
5
12
10
101
11
1
52
15
83
92
12
86
9
65
49
74
9
12
63
2
0
82
81
79
70
85
65
97
7
13
67
15
93
12
9
8
2
79
36
12
9
92
10
9
16
14
7
10
0
13
16
19
17
6
83
15
7
13
126
82
74
70
5
6
17
14
20
