48,91,6,60,8,7,4,90,90,74,6,13,4,92,75,5,4,9,1,14
14,71,11,73,72,93,8,84,94,7,68,67,62,96,17,15,86,2,80,5
7,29,46,88,9,19,13,82,74,60,10,11,72,12,95,7,62,84,1,81
96,9,70,9,12,40,59,4,14,71,7,5,4,10,56,7,90,46,12,81
1,97,81,5,13,65,6,6,71,9,9,10,63,94,4,9,9,19,63,93
58,49,4,9,4,9,14,5,0,8,87,90,6,100,6,9,113,16,12,12
81,68,7,8,37,25,94,70,7,9,90,68,79,10,82,102,9,46,88,90
13,86,2,9,80,15,98,61,7,69,66,15,12,106,73,9,4,15,74,88
4,101,7,82,9,7,17,71,0,7,70,102,5,14,6,4,5,73,9,47
14,65,63,11,12,71,14,2,7,14,9,51,3,5,12,94,68,78,107,4
82,14,86,0,10,7,9,0,56,76,79,7,96,8,89,78,78,12,8,76
7,8,12,90,5,70,61,80,16,10,4,8,75,9,15,2,110,90,13,9
31,4,4,8,85,72,6,90,15,6,96,88,15,0,92,81,12,78,9,99
9,20,4,8,68,77,101,7,11,59,34,36,108,10,94,92,83,80,79,69
30,70,13,6,8,9,2,18,10,7,6,73,17,7,101,80,10,9,7,71
10,48,9,85,81,12,77,2,12,1,5,12,6,4,101,57,9,15,81,80
25,27,19,99,8,56,61,97,100,87,1,95,8,10,24,72,9,7,11,6
13,9,10,5,7,32,9,62,100,14,11,65,65,83,9,57,5,77,102,7
107,12,11,66,7,104,7,66,87,74,71,88,49,68,3,12,3,9,2,8
7,9,7,4,2,88,42,12,8,8,83,11,0,93,90,5,91,2,54,4
41,79,94,93,101,10,11,0,7,6,99,6,12,4,3,77,84,6,15,86
12,111,9,97,58,4,62,12,57,112,10,4,4,6,6,13,82,80,11,68
8,14,12,11,10,72,58,7,15,54,10,71,7,61,2,32,3,60,53,14
11,4,8,69,5,73,4,12,3,75,62,14,62,72,70,48,5,8,73,34
25,66,72,85,80,42,65,13,12,96,94,84,12,12,9,74,9,11,2,86
10,9,72,82,87,81,62,0,2,9,0,6,5,84,107,13,104,3,13,50
3,1,8,7,122,107,6,10,20,7,6,89,62,14,10,12,118,12,13,66
96,11,7,51,8,77,65,41,97,11,85,5,7,5,76,4,10,98,10,112
92,7,47,13,17,85,105,42,62,10,33,0,10,13,28,4,4,7,77,11
6,88,81,7,11,11,9,79,12,50,4,9,69,96,72,8,74,109,7,8
10,7,16,1,0,88,19,8,79,4,64,29,6,43,9,79,89,68,7,76
10,13,68,15,70,7,12,87,75,5,16,11,63,12,66,92,0,85,7,56
8,17,1,9,70,57,14,20,5,4,15,2,24,43,13,10,0,104,50,10
41,15,6,7,87,79,2,27,101,52,78,6,87,61,12,15,3,5,10,74
6,7,83,102,5,108,9,105,10,94,75,5,9,8,53,11,11,79,72,6
6,3,4,54,102,106,70,9,5,3,12,6,83,87,85,13,8,60,16,72
81,78,17,11,2,67,60,57,6,6,42,74,8,5,69,13,97,64,9,7
11,98,12,58,13,70,70,71,11,8,102,14,82,76,18,55,85,95,10,8
15,64,79,10,43,8,47,47,14,9,13,7,82,10,55,87,99,102,2,74
13,103,12,76,94,9,15,9,2,11,93,6,74,2,13,4,7,10,68,98
104,12,71,13,39,14,4,3,5,11,3,8,7,9,10,8,44,83,88,81
4,21,78,12,5,7,13,0,84,11,16,86,100,4,3,6,79,10,11,66
9,9,7,6,55,15,108,53,11,12,7,107,12,9,80,68,8,8,7,84
79,66,80,8,5,10,5,101,7,5,80,7,69,57,82,87,14,64,9,3
14,10,9,6,107,7,62,15,54,103,3,87,86,59,10,8,8,10,6,5
70,15,5,90,54,28,12,34,12,74,4,0,74,87,67,11,41,8,13,1
12,85,5,72,4,10,79,9,85,14,7,53,76,96,34,47,8,4,13,84
101,69,9,10,92,101,50,76,14,73,99,5,8,9,100,76,9,12,8,14
78,112,102,9,9,77,79,2,33,8,47,15,11,99,90,108,18,11,63,97
100,3,93,84,9,52,8,52,90,45,5,92,61,100,9,4,75,56,99,9
0,6,72,75,82,12,11,67,59,49,14,8,73,5,17,66,3,6,86,78
16,76,73,1,92,75,77,99,2,53,74,14,100,8,70,3,12,13,79,6
15,76,18,87,13,6,76,5,2,3,5,62,3,6,5,8,17,86,95,84
5,72,13,78,7,73,90,7,15,3,103,15,82,9,6,1,12,9,70,95
12,10,16,28,45,7,16,9,8,1,7,1,7,89,9,78,63,6,113,10
79,7,65,82,11,84,10,47,71,74,17,100,92,66,60,11,8,76,73,8
58,98,84,10,4,15,13,2,69,3,86,72,6,17,8,77,80,12,99,16
80,12,9,99,94,5,4,76,55,95,11,96,10,88,12,10,88,13,11,11
83,69,14,10,10,92,87,8,1,1,5,11,83,5,78,68,10,59,3,11
12,7,5,10,7,80,2,2,91,12,4,9,72,85,88,5,0,11,68,1
51,95,67,80,10,3,105,12,8,75,61,11,54,3,12,90,71,10,74,84
67,7,79,100,100,48,7,87,7,3,83,57,67,3,85,99,86,4,11,2
7,87,64,1,86,77,5,51,8,11,7,64,77,79,102,85,68,92,92,8
67,12,58,89,67,5,63,2,4,11,67,10,79,6,5,53,12,7,109,20
104,67,66,6,79,10,8,13,67,11,80,10,76,56,11,95,60,1,17,8
10,95,105,11,8,14,3,15,82,10,9,91,72,76,7,8,13,70,52,17
8,14,74,2,8,79,9,8,59,91,84,2,74,4,85,102,8,73,64,12
38,50,4,5,71,86,45,9,68,57,13,12,9,80,81,79,101,100,6,5
12,13,8,6,17,35,10,79,13,47,5,9,99,77,50,2,10,71,81,61
8,69,74,42,10,59,101,11,6,94,9,62,15,6,106,70,9,66,26,4
68,69,91,12,79,79,8,7,6,82,13,4,1,13,104,8,7,8,70,11
