68
89
98
94
10
5
95
15
9
13
94
11
10
12
9
96
79
12
6
100
21
81
68
86
2
83
8
85
12
99
15
67
76
12
118
11
11
61
16
15
96
3
8
70
7
100
5
91
10
42
15
13
6
8
93
17
5
96
84
93
83
58
3
95
0
9
12
94
94
14
109
78
95
9
11
8
85
107
11
74
79
10
13
10
3
82
7
91
3
0
115
82
71
11
9
0
97
3
